global_reward,step_reward,QoE,buffer_size,rebuffer_event,rate_switch_event,bitrate
-11.448207701019639,[-13.04944653],7,15.034024325033444,0.0,1.0,1.0
-6.006624517813634,[-11.07116288],4,14.767354006163554,0.0,0.0,1.0
-1.1427556098040075,[-2.78929407],4,14.397880548162943,0.0,0.0,1.0
-1.0631790458223742,[-4.56894756],4,13.989034790762279,0.0,0.0,1.0
-4.154201395978923,[-9.42168701],4,13.471075528674763,0.0,0.0,1.0
-7.973530266520987,[-13.11404682],4,12.928466924340803,0.0,0.0,1.0
-7.524413469911397,[-13.11404682],4,12.437508173653153,0.0,0.0,1.0
-2.705456821132825,[-9.19231651],4,11.850551576420422,0.0,0.0,1.0
-6.264381971957516,[-11.04864235],4,11.295027808875835,0.0,0.0,1.0
-4.4941984128515635,[-8.62382781],4,10.880028061450334,0.0,0.0,1.0
-4.70231858824148,[-10.2173205],4,10.420672282087157,0.0,0.0,1.0
-3.6397143221248487,[-9.2173205],4,9.998988535233584,0.0,0.0,1.0
-2.921883783885878,[-5.2920623],4,9.705928295920877,0.0,0.0,1.0
-1.1743890544735205,[-3.7381996],4,9.376641881587037,0.0,0.0,1.0
-0.48495577239382814,[-2.83461088],4,8.984877657050735,0.0,0.0,1.0
-4.654497558195104,[-8.95511546],4,8.52602965039746,0.0,0.0,1.0
-2.648412258813789,[-5.85807446],4,8.202191657743272,0.0,0.0,1.0
-3.8865909590835788,[-5.81552891],4,7.878143845007623,0.0,0.0,1.0
-2.053599531819183,[-5.00619905],4,7.373668785992679,0.0,0.0,1.0
-3.431991909156868,[-6.99797436],4,7.520217887570091,0.0,0.0,1.0
-4.617486617222297,[-8.24266574],4,7.034701692996519,0.0,0.0,1.0
-4.9832390190657625,[-8.35035397],4,7.111709405376915,0.0,0.0,1.0
-4.935952516040898,[-11.01147914],2,8.255024429916432,0.0,1.0,3.0
-4.5203439124548375,[-1.057281],12,8.061211240665488,0.0,0.0,3.0
-3.6519697355879766,[-0.76063223],12,8.139604669879372,0.0,0.0,3.0
-3.90582380836374,[-0.35668493],11,7.242002393925487,0.0,1.0,2.0
-4.811891212527131,[-4.51468022],8,7.391706526359069,0.0,0.0,2.0
-3.849787347276681,[-5.94459684],7,8.26359544810428,0.0,1.0,3.0
-3.701176445131612,[-4.0693416],11,8.797904276931929,0.0,1.0,4.0
-6.27831598846679,[-1.25185884],15,7.385890011336903,0.0,1.0,3.0
-2.680261752309402,[2.24219926],11,5.9448877717239075,0.0,1.0,2.0
-5.046846451861045,[-6.94945854],7,6.53752119523628,0.0,1.0,3.0
-3.5791524289051146,[-3.24829293],11,5.084847594775715,0.0,1.0,2.0
-7.299644886211697,[-11.04459633],7,4.757954117709034,0.0,1.0,1.0
-12.954944352027074,[-20.1730572],3,5.441762257982327,0.0,1.0,2.0
-3.379702706952399,[-3.69384061],8,5.372981576378548,0.0,0.0,2.0
-9.365779388024592,[-9.18696861],7,4.197697980735864,0.0,1.0,1.0
-2.8331219857202425,[-5.79702893],4,3.8883566163549386,0.0,0.0,1.0
-7.502433009464856,[-10.06204664],4,4.145760712320506,0.0,0.0,1.0
-2.0692261757719654,[-2.55005],4,4.480023393657177,0.0,0.0,1.0
-4.310628244652556,[-7.41536793],4,4.928576769567862,0.0,0.0,1.0
-9.217151370547933,[-12.56034563],4,4.61149995601393,0.0,0.0,1.0
-4.97827745259167,[-8.34223649],4,4.296380708395128,0.0,0.0,1.0
-3.883600403450474,[-6.80094889],4,3.9798510162647633,0.0,0.0,1.0
-3.9824774130063605,[-6.32842238],4,3.65417325955622,0.0,0.0,1.0
-6.52422481330099,[-8.66416796],4,3.1636887808427256,0.0,0.0,1.0
-7.727434131191732,[-12.1274678],3,3.727943142612315,0.0,1.0,2.0
-5.00957865994505,[-5.54863364],8,3.790307235037958,0.0,0.0,2.0
-9.012664936929166,[-9.30905908],8,3.9110301227708777,0.0,0.0,2.0
-8.788431656475217,[-10.19824111],7,2.0035740458527425,0.0,1.0,1.0
-8.717972352459988,[-13.47903681],4,1.5048655836199258,0.0,0.0,1.0
-9.630518882871415,[-18.47903681],-1,4,1,0,1
-9.623546373524873,[-12.9659692],4,3.6189616468815604,0.0,0.0,1.0
-3.9580340666749656,[-8.66575819],4,3.2350212909054816,0.0,0.0,1.0
-9.608902623262527,[-12.02032572],4,2.8907966139892713,0.0,0.0,1.0
-5.562833811793152,[-6.86850292],4,2.6623869515763534,0.0,0.0,1.0
-4.874851949521656,[-5.92030602],4,2.3678504837203422,0.0,0.0,1.0
-4.664446267482095,[-6.53333533],4,2.1234159275871187,0.0,0.0,1.0
-4.57457812160945,[-6.53333533],4,1.8654815345667344,0.0,0.0,1.0
-6.0211927983273625,[-12.09894655],-1,4,1,0,1
-4.575323929670733,[-6.23832036],4,3.6287709357464317,0.0,0.0,1.0
-5.280253538349441,[-7.28697089],4,3.2727702819052413,0.0,0.0,1.0
-4.989180253441671,[-7.36225819],4,2.930241896549565,0.0,0.0,1.0
-5.2589699743537395,[-8.89833748],4,2.508035165230093,0.0,0.0,1.0
-7.699220601377857,[-10.41052565],4,2.176179432177163,0.0,0.0,1.0
-1.0430833802658848,[-4.48913388],4,1.8178531718101452,0.0,0.0,1.0
-8.393063998085642,[-16.48913388],-1,4,1,0,1
-9.386051881234673,[-11.90011606],4,3.617451401938224,0.0,0.0,1.0
-9.47931562945382,[-11.84223356],4,3.2398662138871437,0.0,0.0,1.0
-3.702142994385775,[-6.4386154],4,2.900663721238986,0.0,0.0,1.0
-5.661726693356633,[-7.4265004],4,2.5433538665260818,0.0,0.0,1.0
-5.512352344386964,[-7.83949646],4,2.8881795425459735,0.0,0.0,1.0
-5.571290054621248,[-9.0953263],3,3.479743273293475,0.0,1.0,2.0
-5.080489565871319,[-5.02812764],7,3.1191634548202964,0.0,1.0,1.0
-5.271906191655969,[-7.33861905],4,2.784147634869592,0.0,0.0,1.0
-5.384934147629973,[-7.63557257],4,2.404408963303044,0.0,0.0,1.0
-5.527912680327632,[-7.08938183],4,2.1440772428901718,0.0,0.0,1.0
-5.214237017844311,[-6.96985998],4,1.8343269807437257,0.0,0.0,1.0
-5.751181352591916,[-12.71084875],-1,4,1,0,1
-9.679354584418041,[-13.99169976],4,3.4786628438522467,0.0,0.0,1.0
-3.943212605637581,[-8.99169976],4,3.012271087962902,0.0,0.0,1.0
-8.743291931251047,[-10.97607644],4,2.689334153817085,0.0,0.0,1.0
-4.68281442605794,[-6.97607644],4,2.398722809226386,0.0,0.0,1.0
-9.274458238145506,[-13.07494325],4,2.0572912640388052,0.0,0.0,1.0
-7.316567992337167,[-8.29344942],4,1.8494221372543578,0.0,0.0,1.0
-3.18566386151227,[-9.39576387],-1,4,1,0,1
-4.803679326349882,[-5.32320659],4,3.76467624872046,0.0,0.0,1.0
-6.174805254264269,[-7.41792931],4,3.434343527368293,0.0,0.0,1.0
-5.433806437845208,[-9.040209],4,3.0514542664799587,0.0,0.0,1.0
-8.028404980399399,[-13.26324584],4,2.610316902563042,0.0,0.0,1.0
-8.644636446896822,[-14.58637401],4,2.1762591950513546,0.0,0.0,1.0
-11.929800659159756,[-16.97553074],4,1.7435843428305455,0.0,0.0,1.0
-10.119980124682545,[-18.12457927],-1,4,1,0,1
-5.209973176215175,[-8.80403681],4,3.461545250364746,0.0,0.0,1.0
-8.069526403493523,[-10.86507369],4,3.0367425677976096,0.0,0.0,1.0
-7.938415606379701,[-11.52388743],4,2.5824102037530747,0.0,0.0,1.0
-7.709327613555555,[-10.13886243],4,2.225145920499801,0.0,0.0,1.0
-4.387388070118052,[-7.08670707],4,1.8392382105581881,0.0,0.0,1.0
-9.258323643764632,[-16.08670707],-1,4,1,0,1
-10.525056005948695,[-14.98404627],4,3.5074259503487006,0.0,0.0,1.0
-10.068884527967818,[-13.8051799],4,3.0842369089760417,0.0,0.0,1.0
-8.401938343989862,[-10.34305488],4,2.6617505593926136,0.0,0.0,1.0
-5.6150270458002955,[-8.52262707],4,2.1824175885278536,0.0,0.0,1.0
-8.407173425477417,[-10.72246704],4,1.7467705221046321,0.0,0.0,1.0
-5.5798925886029815,[-13.38888009],-1,4,1,0,1
-3.897392147846487,[-6.32404172],4,3.6487985045661584,0.0,0.0,1.0
-5.333294831142455,[-7.32404172],4,3.2791665900731783,0.0,0.0,1.0
-0.8675210560983244,[-3.35908291],4,2.8833476099102584,0.0,0.0,1.0
-5.471437522919633,[-7.42797045],4,2.5255675958452692,0.0,0.0,1.0
-6.124961484405548,[-7.73209162],4,2.200827723648079,0.0,0.0,1.0
-4.706228458004372,[-7.61717464],4,1.8513545687908581,0.0,0.0,1.0
-9.747919804757345,[-18.93236433],-1,4,1,0,1
-9.04896267422163,[-12.42467466],4,3.626893481769201,0.0,0.0,1.0
-2.7761066128938197,[-5.05011991],4,3.341174066982863,0.0,0.0,1.0
-8.20504368081519,[-10.05011991],4,3.054535450582963,0.0,0.0,1.0
-1.4462532574597582,[-2.88459456],4,2.6403555210877725,0.0,0.0,1.0
-4.93385229400493,[-6.59140966],4,2.197495076307741,0.0,0.0,1.0
-8.652626860493868,[-12.86304047],4,1.7433499010605944,0.0,0.0,1.0
-8.492899756095259,[-15.59523686],-1,4,1,0,1
-8.27105626849532,[-11.13684545],4,3.5474089735329626,0.0,0.0,1.0
-9.58839977029981,[-12.0967321],4,3.135015530893959,0.0,0.0,1.0
-3.7422888182896727,[-6.6415012],4,2.814600376925518,0.0,0.0,1.0
-4.276688421397783,[-5.48955867],4,2.5872744951848476,0.0,0.0,1.0
-5.052773707079668,[-5.49254261],4,2.3242993395242046,0.0,0.0,1.0
-5.536149656831925,[-6.62313414],4,2.0432602041102816,0.0,0.0,1.0
-1.152139951754889,[-2.91743286],4,1.7699070523129925,0.0,0.0,1.0
-7.162691966067456,[-13.35038353],-1,4,1,0,1
-5.2872843740567195,[-6.95241752],4,3.6263241681368514,0.0,0.0,1.0
-1.7802127148499118,[-3.55177748],4,3.3302821909722984,0.0,0.0,1.0
-5.563480039512312,[-6.35725749],4,3.1002479368743097,0.0,0.0,1.0
-5.863782045194778,[-6.74402948],4,2.833540737633283,0.0,0.0,1.0
-4.427972046279907,[-6.9163974],4,2.4653188481939057,0.0,0.0,1.0
-8.239013269748714,[-10.79203583],4,2.093282254675441,0.0,0.0,1.0
-7.498909555436217,[-10.49005836],4,1.7861509007679528,0.0,0.0,1.0
-9.264117614345103,[-17.29459929],-1,4,1,0,1
