global_reward,step_reward,QoE,buffer_size,rebuffer_event,rate_switch_event,bitrate
-10.962493415873016,[-16.04944653],4,15.965134195213981,0.0,0.0,1.0
-0.8570413240897219,[-2.78929407],4,15.596998343348137,0.0,0.0,1.0
-1.0598537613022811,[-4.56894756],4,15.197867466565837,0.0,0.0,1.0
-4.839457410562368,[-9.0871062],4,14.754267885808254,0.0,0.0,1.0
-4.2828392889283435,[-9.42168701],4,14.273456879731306,0.0,0.0,1.0
-7.7182356852884215,[-13.11404682],4,13.775498075008704,0.0,0.0,1.0
-3.72585935981486,[-10.19231651],4,13.258384721338661,0.0,0.0,1.0
-7.241167269533907,[-14.09860735],4,12.642988603215887,0.0,0.0,1.0
-4.4941984128515635,[-8.62382781],4,12.229352416650164,0.0,0.0,1.0
-4.674335899267086,[-10.2173205],4,11.722048933550274,0.0,0.0,1.0
-2.790594489086256,[-5.2920623],4,11.401218262189538,0.0,0.0,1.0
-4.003001607048059,[-8.3227495],3,12.450537137209459,0.0,1.0,2.0
-0.08468682575846326,[-0.44326359],7,13.053543929273282,0.0,1.0,3.0
-4.66046443112851,[-1.84389432],12,13.141750131526411,0.0,0.0,3.0
-2.6235148275854194,[0.8516462],11,11.654848421009133,0.0,1.0,2.0
-1.0365881694226025,[0.43033493],8,11.958140367290419,0.0,0.0,2.0
-2.053599531819183,[-2.22666403],7,11.504703838652194,0.0,1.0,1.0
-3.859895127233416,[-8.47585036],3,12.536539883049631,0.0,1.0,2.0
-1.801616841956113,[-2.60962531],7,11.988171824631879,0.0,1.0,1.0
-4.944028283087503,[-8.24266574],4,11.521123529700521,0.0,0.0,1.0
-2.675849940373797,[-6.15138118],4,11.12965944413468,0.0,0.0,1.0
-4.984765347419345,[-8.28918331],4,10.679902212910308,0.0,0.0,1.0
-3.6459375320968235,[-7.88850578],4,10.243949937492973,0.0,0.0,1.0
-3.9799874643826527,[-8.48892682],3,11.23981573343849,0.0,1.0,2.0
-3.6354561395489355,[-5.43137278],7,12.043549096697177,0.0,1.0,3.0
-3.502842619196512,[-3.37673749],11,11.581501017081386,0.0,1.0,2.0
-6.441176552761751,[-8.69958523],7,10.851669466671249,0.0,1.0,1.0
-4.944498571758953,[-8.13883585],4,10.50308313728259,0.0,0.0,1.0
-4.891197977573971,[-9.39872856],4,10.498953954554167,0.0,0.0,1.0
-3.573805430430105,[-9.87912229],4,9.885304459151456,0.0,0.0,1.0
-12.987726802740527,[-18.78539451],4,9.308463286525436,0.0,0.0,1.0
-12.758350977120823,[-18.78539451],4,8.709714553032107,0.0,0.0,1.0
-4.620596182047223,[-8.3649409],4,8.217789308717268,0.0,0.0,1.0
-8.950564040311034,[-12.1385466],4,7.853963377226415,0.0,0.0,1.0
-7.932982872109962,[-10.79702893],4,7.534310474853839,0.0,0.0,1.0
-2.692570653221056,[-5.79702893],4,7.220479036295398,0.0,0.0,1.0
-7.25815727664312,[-9.99218309],4,7.224089466593017,0.0,0.0,1.0
