global_reward,step_reward,QoE,buffer_size,rebuffer_event,rate_switch_event,bitrate
-12.1047619056134,[-4.00000003],11,14.687962897456657,0.0,1.0,2.0
-2.3183847342123305,[-1.41753562],8,14.818155599188449,0.0,0.0,2.0
0.07458841887475537,[2.00726267],8,14.760795827101674,0.0,0.0,2.0
-1.0699980278078918,[-1.05278978],8,15.123424952260109,0.0,0.0,2.0
-4.874767776522795,[-6.3124661],7,14.805618637604478,0.0,1.0,1.0
-4.2828392889283435,[-9.42168701],4,14.354329386775184,0.0,0.0,1.0
-7.7182356852884215,[-13.11404682],4,13.88609832606939,0.0,0.0,1.0
-3.72585935981486,[-10.19231651],4,13.398942811567451,0.0,0.0,1.0
-7.474785736578743,[-14.09860735],4,12.825797947605254,0.0,0.0,1.0
-4.4941984128515635,[-9.94114318],3,13.506486371842453,0.0,1.0,2.0
-4.655365748304903,[-5.73890003],7,12.629454165877785,0.0,1.0,1.0
-3.6397143221248487,[-9.2173205],4,12.237932852382277,0.0,0.0,1.0
-4.003001607048059,[-6.7381996],4,11.890262208409611,0.0,0.0,1.0
-0.26387724446493277,[-2.7381996],4,11.60424948061502,0.0,0.0,1.0
-1.1134339911351967,[-3.83461088],4,11.218861532747496,0.0,0.0,1.0
-4.797354701052246,[-8.95511546],4,10.790643328869034,0.0,0.0,1.0
-3.6976885192271025,[-6.85807446],4,10.491623523215772,0.0,0.0,1.0
-1.8846780353659298,[-5.00619905],4,10.083052374104751,0.0,0.0,1.0
-3.6097549850256887,[-6.56484829],4,9.64769381160092,0.0,0.0,1.0
-3.664751926288018,[-6.86068029],4,9.194020888799407,0.0,0.0,1.0
-1.801616841956113,[-5.42018934],4,8.755222645445937,0.0,0.0,1.0
-2.538693927425145,[-6.19899645],4,8.633471328739832,0.0,0.0,1.0
-5.0010270011043305,[-9.70336276],3,9.436613298588025,0.0,1.0,2.0
-3.3218244840730065,[-4.3258248],7,7.722181932681361,0.0,1.0,1.0
-3.811992945766997,[-7.88850578],4,7.375833059959314,0.0,0.0,1.0
-4.528451826642648,[-8.13725823],4,7.024089658695194,0.0,0.0,1.0
-4.814082911961899,[-8.32136098],4,6.672552788708819,0.0,0.0,1.0
-3.853082599127241,[-8.03567748],4,6.22420574596069,0.0,0.0,1.0
