global_reward,step_reward,QoE,buffer_size,rebuffer_event,rate_switch_event,bitrate
-12.70535055702717,[-10.04944653],10,14.0,0.0,1.0,1.0
-5.720910232099349,[-11.21250385],4,14.373567451314837,0.0,0.0,1.0
-1.1360250873849047,[-2.78929407],4,14.08049789840275,0.0,0.0,1.0
-1.0590029482840175,[-4.56894756],4,13.742803765095323,0.0,0.0,1.0
-3.6185294145888935,[-8.0871062],4,13.434266834432343,0.0,0.0,1.0
-4.2828392889283435,[-9.42168701],4,13.014848743539698,0.0,0.0,1.0
-7.7182356852884215,[-13.11404682],4,12.578711224231899,0.0,0.0,1.0
-3.72585935981486,[-10.19231651],4,12.123897657372275,0.0,0.0,1.0
-6.264381971957516,[-11.04864235],4,11.633040821599147,0.0,0.0,1.0
-4.4941984128515635,[-8.62382781],4,11.279119455334452,0.0,0.0,1.0
-3.497540239251012,[-9.2173205],4,10.917011452294028,0.0,0.0,1.0
-2.790594489086256,[-5.2920623],4,10.653577235495176,0.0,0.0,1.0
-2.9275468499272033,[-5.2920623],4,10.404608298429908,0.0,0.0,1.0
-0.26387724446493277,[-2.7381996],4,10.148297289541624,0.0,0.0,1.0
-0.48495577239382814,[-2.83461088],4,9.817018084910185,0.0,0.0,1.0
-4.654497558195104,[-8.95511546],4,9.420368206261987,0.0,0.0,1.0
-2.648412258813789,[-5.85807446],4,9.155280618214618,0.0,0.0,1.0
-3.759585315867996,[-6.85807446],4,8.851156284426139,0.0,0.0,1.0
-1.8846780353659298,[-5.00619905],4,8.473895570056758,0.0,0.0,1.0
-2.053599531819183,[-5.00619905],4,8.032783813264563,0.0,0.0,1.0
-3.664751926288018,[-6.86068029],4,7.611013338926124,0.0,0.0,1.0
-2.063253141229856,[-5.42018934],4,7.146252719104552,0.0,0.0,1.0
-2.5364265338529317,[-6.15138118],4,6.805537775381284,0.0,0.0,1.0
-4.804078342529293,[-8.28918331],4,6.392416682043935,0.0,0.0,1.0
-3.645345656629557,[-7.88850578],4,6.018186650558466,0.0,0.0,1.0
-3.90582380836374,[-6.93149004],4,5.705778845989487,0.0,0.0,1.0
-3.6354561395489355,[-7.62509823],4,5.355775648961238,0.0,0.0,1.0
-3.701176445131612,[-9.73547328],4,4.844774489914402,0.0,0.0,1.0
-6.274773145975294,[-11.56384947],4,4.445116399077071,0.0,0.0,1.0
-4.944498571758953,[-8.13883585],4,4.154619884438867,0.0,0.0,1.0
-4.891197977573971,[-9.28644159],4,3.644732519224597,0.0,0.0,1.0
-3.5791524289051146,[-9.87912229],4,3.082695653343378,0.0,0.0,1.0
-7.1173162173196785,[-13.78539451],4,2.602148826946568,0.0,0.0,1.0
-13.226620081337511,[-18.78539451],4,2.0871445181366686,0.0,0.0,1.0
-4.620596182047223,[-8.3649409],4,1.6568898344467402,0.0,0.0,1.0
-9.188659278406274,[-17.1385466],-1,4,1,0,1
-7.932982872109962,[-10.79702893],4,3.7377141305326784,0.0,0.0,1.0
-2.011885261845927,[-4.93225625],4,3.5154467844282324,0.0,0.0,1.0
-7.338107138577925,[-8.12888309],4,3.3106008018676456,0.0,0.0,1.0
-1.8280752627898775,[-2.3989277],4,3.072002894424724,0.0,0.0,1.0
-4.476373555100061,[-5.31308056],4,2.8784030961920846,0.0,0.0,1.0
-9.226351303166078,[-12.56034563],4,2.597366441553321,0.0,0.0,1.0
-4.976459595081705,[-8.34223649],4,2.34522825961288,0.0,0.0,1.0
-3.883600403450474,[-6.80094889],4,2.087262342237072,0.0,0.0,1.0
-6.532419390284891,[-8.66416796],4,1.6397092729738296,0.0,0.0,1.0
-5.104144446872619,[-13.66416796],-1,4,1,0,1
-5.243481397131118,[-9.16291324],4,3.5603441876367357,0.0,0.0,1.0
