global_reward,step_reward,QoE,buffer_size,rebuffer_event,rate_switch_event,bitrate
-10.733333335036322,[-7.00000003],8,15.784459085592706,0.0,0.0,2.0
-10.01963627386737,[-11.44944651],7,14.476725013456488,0.0,1.0,1.0
-1.1427556098040075,[-2.78929407],4,14.12450698303996,0.0,0.0,1.0
-1.0590029482840175,[-4.56894756],4,13.743627499127633,0.0,0.0,1.0
-4.831252362919559,[-9.0871062],4,13.33693335559512,0.0,0.0,1.0
-4.154201395978923,[-9.42168701],4,12.837321558536107,0.0,0.0,1.0
-7.7182356852884215,[-13.11404682],4,12.35616184616794,0.0,0.0,1.0
-3.727726204299294,[-10.19231651],4,11.851318989601811,0.0,0.0,1.0
-7.474785736578743,[-14.09860735],4,11.264690709414369,0.0,0.0,1.0
-3.4314691097130114,[-7.62382781],4,10.904988254317232,0.0,0.0,1.0
-4.855472565073776,[-8.62382781],4,10.437853650693594,0.0,0.0,1.0
-3.497540239251012,[-9.2173205],4,10.032104762702263,0.0,0.0,1.0
-2.928161238650869,[-5.2920623],4,9.740072791761623,0.0,0.0,1.0
-3.999971897548251,[-6.7381996],4,9.3876715180599,0.0,0.0,1.0
-0.14514591384078274,[-2.83461088],4,9.029488574919984,0.0,0.0,1.0
-0.281277621167045,[-2.83461088],4,8.688088702685677,0.0,0.0,1.0
-2.6235148275854194,[-5.85807446],4,8.32446955243622,0.0,0.0,1.0
-1.8846780353659298,[-5.00619905],4,7.903285220881328,0.0,0.0,1.0
-3.815557169809938,[-6.68277582],4,7.416926507314661,0.0,0.0,1.0
-3.424529617653747,[-6.86068029],4,6.955709921663056,0.0,0.0,1.0
-2.063253141229856,[-5.42018934],4,6.445393032293341,0.0,0.0,1.0
-4.978111007957079,[-8.24266574],4,6.0287133077886015,0.0,0.0,1.0
-4.935952516040898,[-8.28918331],4,5.598406999601759,0.0,0.0,1.0
-4.532023505565795,[-8.33825418],4,5.182429925166394,0.0,0.0,1.0
-3.645345656629557,[-7.88850578],4,4.764332825584623,0.0,0.0,1.0
-3.9799874643826527,[-6.93149004],4,4.342970483619707,0.0,0.0,1.0
-4.811891212527131,[-8.13725823],4,3.9845913172852856,0.0,0.0,1.0
