power,power_all_user,throughput,QoE_all_user,state0: mean QoE,state1: variance QoE,state2: mean power,state3: variance power,state4: buffer_change,state5: bitrate level,state6: buffer size,state7: rebuffer event,state8: rate_switch_event,bitrate
0.4000000059604645,"[0.4000000059604645, 0, 0.4000000059604645, 0.4000000059604645, 0, 0, 0, 0.4000000059604645, 0, 0, 0, 0, 0, 0.4000000059604645, 0, 0, 0, 0, 0, 0, 0]",4457.958103030787,"[11, 0, 11, -2, 0, 0, 0, 11, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0]",2.0,0.09523809665725344,0.0,0.030476191384451738,20.2,2.0,14.410912882038474,0.0,1.0,2400
0.4000000059604645,"[0.4000000059604645, 0.8177907246129954, 0.4000000059604645, 0.5799830654233459, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2797.991095628431,"[7, 3, 7, 7, 7, 10, 7, 7, 10, 4, 10, 10, 7, 11, 16, 7, 13, 4, 4, 10, 7]",8.0,0.4284654239659603,0.0,0.009496355290951882,10.0,1.0,12.979879804413962,0.0,1.0,1570
0.4000000059604645,"[0.4000000059604645, 0.8177907246129954, 0.4000000059604645, 0.5799830654233459, 0.4000000059604645, 0.6005918125265652, 0.4000000059604645, 0.4000000059604645, 0.7473235210255751, 0.4000000059604645, 0.4000000059604645, 0.54134097676162, 0.4000000059604645, 0.7463727437669933, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2651.858256331095,"[4, 3, 7, 7, 4, 4, 7, 4, 3, 4, 4, 4, 7, 8, 4, 4, 4, 4, 4, 4, 4]",4.666666666666667,0.47778109207257435,0.0,0.019035859114734415,2.2333333333333334,1.0,12.611729099146434,0.0,0.0,1570
0.4000000059604645,"[0.4000000059604645, 0.730481181070536, 0.4000000059604645, 0.6317574813258943, 0.4000000059604645, 0.6005918125265652, 0.4000000059604645, 0.4000000059604645, 0.7473235210255751, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.7463727437669933, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2675.725780594951,"[4, 8, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4]",4.333333333333333,0.46935842071823786,0.0,0.01713758606560901,1.5333333333333334,1.0,12.26470234268874,0.0,0.0,1570
0.4534391531766322,"[0.4000000059604645, 1.192236895101533, 0.4000000059604645, 0.6317574813258943, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4534391531766322, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.670812627379243, 0.4000000059604645, 0.8671819209044609, 0.44150082005318253, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2976.684221637916,"[4, 7, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4, 8, 4, 3, 4, 4, 4, 4, 4]",4.428571428571429,0.48842518987371014,0.0,0.040666400867387875,1.5571428571428572,1.0,12.154972343668407,0.0,0.0,1570
0.47324435081710137,"[0.4000000059604645, 1.3217765541424202, 0.4000000059604645, 0.48855885963002943, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.47324435081710137, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.8838422239970607, 0.4000000059604645, 0.4000000059604645, 0.44150082005318253, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",3147.268400315974,"[4, 12, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4, 8, 4, 7, 4, 4, 4, 4, 4]",4.857142857142857,0.4766153763812965,0.0,0.04877184021203855,4.128571428571429,1.0,12.15959120637185,0.0,0.0,1570
0.4000000059604645,"[0.4000000059604645, 1.6554217574246781, 0.4000000059604645, 0.6107838531844995, 0.4000000059604645, 0.4000000059604645, 0.4130029440236412, 0.4000000059604645, 1.0066797856997816, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.6253599091660161, 0.4000000059604645, 0.5679234587882254, 0.6858131789674144, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2508.695604828781,"[4, 11, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 7, 4, 4, 3, 4, 4, 4, 4]",4.380952380952381,0.5316659509857504,0.0,0.08926816175110698,2.8476190476190477,1.0,11.656298264847917,0.0,0.0,1570
0.4000000059604645,"[0.4000000059604645, 1.5785117105200621, 0.4000000059604645, 0.5359094016275489, 0.4000000059604645, 0.4000000059604645, 0.7783629418016959, 0.4000000059604645, 0.7203680313728773, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.9995306874497134, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2527.0573409013396,"[4, 15, 4, 4, 4, 4, 3, 4, 8, 4, 4, 4, 4, 4, 4, 4, 11, 4, 4, 4, 4]",5.0,0.5244134699113966,0.0,0.084376975616445,8.3,1.0,11.171194385978245,0.0,0.0,1570
0.4000000059604645,"[0.4000000059604645, 1.8480791326659027, 0.4000000059604645, 0.4967056674544311, 0.4000000059604645, 0.4000000059604645, 1.070231762724264, 0.4000000059604645, 0.9111970482688079, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 1.0883795373084815, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2433.2842641267607,"[4, 11, 4, 4, 4, 4, 8, 4, 8, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4]",4.857142857142857,0.5625996782756818,0.0,0.13677364115030177,3.7285714285714286,1.0,10.590320423743618,0.0,0.0,1570
0.4000000059604645,"[0.4000000059604645, 1.1966088178773862, 0.4000000059604645, 0.6760401828734122, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.828281349149342, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 1.2653074284863992, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]",2557.3452629585886,"[4, 12, 4, 4, 4, 4, 7, 4, 8, 4, 4, 4, 4, 4, 4, 4, 12, 4, 4, 4, 4]",5.095238095238095,0.512677994272116,0.0,0.06881713564233963,6.390476190476191,1.0,10.134648876001691,0.0,0.0,1570
